symbol,date,prev_close,open,high,low,last_price,close,avg_price,volume,turnover_lacs,trades,delivery_qty,delivery_pct
20MICRONS,2026-02-27,176.35,175.24,181.38,173.65,174.49,174.69,176.2,69944,123.24,1890,30920,44.21
21STCENMGM,2026-02-27,36.49,37.09,37.09,36.05,37.09,36.34,36.82,3801,1.4,39,2761,72.64
360ONE,2026-02-27,1128.3,1130.0,1130.0,1093.0,1104.1,1103.6,1105.49,1253674,13859.19,46613,621417,49.57
3IINFOLTD,2026-02-27,13.99,13.99,14.1,13.9,13.95,13.94,14.0,329275,46.09,1130,240765,73.12
3MINDIA,2026-02-27,36455.0,36340.0,37800.0,36175.0,37315.0,37505.0,37214.43,7761,2888.21,3457,4069,52.43
3PLAND,2026-02-27,33.68,34.45,34.45,32.25,32.41,32.68,32.74,6580,2.15,178,5345,81.23
5PAISA,2026-02-27,320.8,320.0,324.0,316.1,316.1,319.85,320.74,32891,105.49,1199,14956,45.47
63MOONS,2026-02-27,604.85,600.15,633.55,600.0,602.0,602.6,615.09,206101,1267.7,8709,60142,29.18
A2ZINFRA,2026-02-27,18.81,19.0,19.18,17.87,17.87,17.87,18.48,793744,146.67,1298,478036,60.23
AAATECH,2026-02-27,105.8,105.97,105.97,101.1,102.45,102.18,103.28,21182,21.88,581,10551,49.81
AADHARHFC,2026-02-27,475.2,475.05,475.05,455.0,464.95,458.95,461.77,697682,3221.71,26699,414525,59.41
AAKASH,2026-02-27,8.5,8.5,8.77,8.03,8.24,8.26,8.34,88670,7.4,354,70306,79.29
AAREYDRUGS,2026-02-27,78.65,77.02,78.28,76.0,77.25,76.73,77.0,207466,159.75,1829,142357,68.62
AARNAV,2026-02-27,27.47,28.05,28.29,27.02,27.03,27.29,27.48,24816,6.82,240,18159,73.17
AARON,2026-02-27,161.65,161.05,163.0,159.11,160.8,161.55,161.72,5062,8.19,192,2757,54.46
AARTECH,2026-02-27,43.38,43.01,44.08,42.63,42.66,42.8,43.18,9340,4.03,189,6473,69.3
AARTIDRUGS,2026-02-27,369.4,370.0,371.0,366.05,368.5,367.0,368.14,83509,307.43,3574,50062,59.95
AARTIIND,2026-02-27,455.7,457.5,462.95,445.0,446.45,447.15,452.26,517682,2341.26,17049,183089,35.37
AARTIPHARM,2026-02-27,719.7,718.25,728.95,712.45,720.05,723.7,722.09,133601,964.72,12010,74802,55.99
AARTISURF,2026-02-27,401.25,406.45,408.0,398.0,408.0,404.95,402.53,2557,10.29,387,1419,55.49
AARVI,2026-02-27,128.26,128.0,131.0,126.36,131.0,130.03,128.35,5266,6.76,204,3657,69.45
AAVAS,2026-02-27,1291.3,1291.3,1291.3,1263.2,1291.0,1285.6,1283.82,176841,2270.31,11798,140313,79.34
ABB,2026-02-27,6133.0,6128.0,6128.0,6039.0,6080.0,6073.0,6080.45,602254,36619.73,31624,434382,72.13
ABBOTINDIA,2026-02-27,26355.0,26410.0,26595.0,26075.0,26540.0,26530.0,26407.06,7169,1893.12,2759,5042,70.33
ABCAPITAL,2026-02-27,356.15,357.7,357.7,338.2,340.4,344.45,344.69,103307555,356087.66,216446,70504037,68.25
ABCOTS,2026-02-27,410.25,413.95,415.9,402.1,402.25,409.05,409.67,47095,192.93,444,13157,27.94
ABDL,2026-02-27,487.5,485.1,490.0,470.9,478.0,476.1,477.76,220616,1054.01,9366,122319,55.44
ABFRL,2026-02-27,68.55,68.55,68.55,66.66,66.89,66.93,67.41,1645884,1109.56,11713,704623,42.81
ABGSEC,2026-02-27,112.12,112.11,112.78,112.07,112.07,112.07,112.21,222,0.25,6,186,83.78
ABINFRA,2026-02-27,18.96,18.9,18.91,17.9,17.99,18.03,18.16,1182239,214.65,4624,671868,56.83
ABLBL,2026-02-27,102.9,103.0,103.65,101.62,101.65,102.08,102.46,489273,501.33,8666,287725,58.81
ABREL,2026-02-27,1291.3,1291.3,1329.0,1274.6,1295.4,1290.2,1298.08,348193,4519.81,23867,163860,47.06
